,Brand,Product,Price,Rating,Ingridients,Reviews_Count,Allure_Winner,Clean_Product
86,BRIOGEO,"Don't Despair, Repair!? Deep Conditioning Mask",36.0,94.1,"-Rosehip Oil: Provides essential fatty acids which are crucial in maintaining hair hydration and controlling frizz.
-Algae Extract: Provides minerals, amino acids, antioxidants, and vitamins to nourish and strengthen hair and protect the scalp from free radical damage.
-B-vitamins: Improve the texture of the hair and add body and sheen. Also restores nourishment to hair damaged by heat or chemical treatments.
-Almond Oil: Enhances the shine and luster of dry or weak hair and smooths the cuticle to prevent frizz and lock in moisture.

Water, Stearyl Alcohol*, Cetyl Alcohol*, Brassicyl Isoleucinate Esylate*, Propanediol*, Brassica Alcohol*, Isopropyl Myristate*, Panthenol, Biotin, Argania Spinosa Kernel Oil, Persea Gratissima (Avocado) Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Rosa Canina Fruit Oil, Algae Extract, Aloe Barbadensis Leaf Juice*, Calendula Officinalis Flower Extract, Laurus Nobilis Leaf Extract, Panax Ginseng Root Extract, Hydrolyzed Keratin, Cetrimonium Chloride*, Cetyl Esters*, Glycerin*, Citrus Aurantium Dulcis (Orange) Peel Oil, Citrus Grandis (Grapefruit) Peel Oil, Citrus Limon (Lemon) Peel Oil, Citrus Tangerina (Tangerine) Peel Oil, Santalum Album (Sandalwood) Oil, Guar Hydroxypropyltrimonium Chloride, Isododecane, Fragrance, Benzyl Alcohol, Dehydroacetic Acid.

*Coconut, vegetable, or plant derived

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",2000,0,0
87,AMIKA,High Tide Deep Waver,120.0,11.3,No ingridients listed,72,1,0
88,DYSON,Supersonic Hair Dryer,399.0,47.3,No ingridients listed,739,0,0
89,KÉRASTASE,Elixir Ultime Oil Serum,50.0,22.9,"-Maize Oil: Adds suppleness, softness, and shine.
-Procaxi Oil: Adds nourishment and shine.
-Argan Oil: Adds strength and protection.
-Camellia Oil: Adds smoothness and shine.

Cyclopentasiloxane, Dimethiconol, Zea Mays / Corn Germ Oil, Argania Spinosa Oil / Argania Spinosa Kernel Oil, Camellia Kissi / Camellia Kiss! Seed Oil, Pentaclethra Macroloba Oil / Pentaclethra Macroloba Seed Oil, Linalool, Alpha-Isomethyl Ionone, Limonene, Coumarin, Benzyl Alcohol, Fragrance.",175,0,0
90,MOROCCANOIL,Moroccanoil Treatment,34.0,84.6,"-Argan Oil: Extremely rich in tocopherols (vitamin E), essential fatty acids, and antioxidants that hydrate and nourish the hair.
-Linseed Extract: Derived from flaxseed, a good source of alpha linolenic acid; an essential fatty acid that helps improve the health of hair.

Cyclomethicone, Dimethicone, Argania Spinosa (Argan) Kernel Oil, Fragrance, Linum Usitatissimum (Linseed) Seed Extract, CI 26100 (Red 17), CI 47K (Yellow 11).",1000,0,0
91,OUAI,Leave-In Conditioner,26.0,25.9,"-Amino Acid Blend: Strengthens and fortifies hair structure.
-Tamarind Seed Extract: Promotes hydration while providing a velvety moisture barrier to keep hair hydrated.
-Panthenol and Vitamin E: Hydrates, conditions, and protects the hair against future breakage.
-Hydrolyzed Proteins: Protect against damage caused by heat styling.

Water, Cyclopentasiloxane, Cetearyl Alcohol, Quaternium-91, Parfum (Fragrance), Phenoxyethanol, Adansonia Digitata Seed Oil, Argania Spinosa Kernel Oil, Oenothera Biennis (Evening Primrose) Oil, Tocopheryl Acetate, Hydrolyzed Rhodophyceae Extract, Tamarindus Indica Extract, Panthenol, Cetearamidoethyldiethonium Succinoyl Hydrolyzed Pea Protein, Arginine, Aspartic Acid, PCA, Glycine, Alanine, Serine, Valine, Isoleucine, Proline, Threonine, Sodium Hyaluronate, Histidine, Brassica Campestris/Aleurites Fordi Oil Copolymer, Cetrimonium Chloride, Glycerin, Dipropylene Glycol, Polysilicone-29, Behentrimonium Chloride, Myristyl Myristate, Silicone Quaternium-16, Leuconostoc/Radish Root Ferment Filtrate, Butylene Glycol, Undeceth-11, Butyloctanol, Guar Hydroxypropyltrimonium Chloride, Undeceth-5, 3-O-Ethyl Ascorbic Acid, Sodium PCA, Sodium Lactate, Phenylalanine, Disodium EDTA, Potassium Sorbate, Citric Acid, Citronellol, Geraniol, Alpha-Isomethyl Ionone, Cinnamyl Alcohol, Citral, Linalool, Hydroxycitronellal, Limonene.",569,0,0
92,SOL DE JANEIRO,Brazilian Joia Strengthening + Smoothing Conditioner,25.0,3.6,"-SOL Seal Technology™: With plant-based keratin beads that target hair damage and integrate into hair’s natural structure to restore, repair, and fuse together split ends.
-Brazil Nut Selenium: Rich in omega-3 fatty acids and vitamin E to nurture, strengthen, and provide superior moisture benefits while protecting against frizz.
-Buriti Oil: Rich in healthy fats to deeply condition and smooth dry, damaged hair while bringing vital shine to dull faded hair.

Aqua (Water/Eau), Cetearyl Alcohol, Behentrimonium Chloride, Parfum (Fragrance), Cetrimonium Chloride, Glycerin, Tocopherol, Panthenol, Cocos Nucifera (Coconut/Noix de Coco) Oil, Euterpe Oleracea (Açaí/Açaï) Fruit Oil, Bertholletia Excelsa Seed Oil, Mauritia Flexuosa Fruit Oil, Hibiscus Sabdariffa Flower Extract, Chamomilla Recutita Flower Extract, Helianthus Annuus Seed Oil, Astrocaryum Murumuru Seed Butter, Theobroma Grandiflorum (Cupuaçu) Seed Butter, Algin, Coco-Glucoside, Sorbitan Oleate, Carrageenan, Chitosan, Xanthan Gum, PEG-8 Dimethicone, Polyquaternium-37, Silicone Quaternium-3, PEG-14, PEG-33, PPG-1 Trideceth-6, Trideceth-12, Guar Hydroxypropyltrimonium Chloride, Bis-PEG-18 Methyl Ether Dimethyl Silane, Acrylates/Stearyl Methacrylate Copolymer, Propylene Glycol Dicaprylate/Dicaprate, Caprylic/Capric Triglyceride, Isopropyl Palmitate, Caprylyl Glycol, Hexylene Glycol, Ethylhexylglycerin, Isopropyl Alcohol, Citric Acid, Sodium Hydroxide, Sodium Chloride, Pentasodium Pentetate, Phenoxyethanol, Butylphenyl Methylpropional, Benzyl Alcohol, Benzyl Salicylate, Coumarin, Limonene, Yellow 5 (CI 19140), Yellow 6 (CI 15985).",162,0,0
93,BRIOGEO,Scalp Revival Charcoal + Coconut Oil Micro-exfoliating Shampoo,42.0,68.9,"-Binchotan Charcoal: Detoxifies the scalp and draws out impurities that clog the hair follicle or that cause buildup on the scalp.
-Coconut Oil: Moisturizes the scalp to prevent dryness and flakiness
-Peppermint, Spearmint, and Tea Tree Oil Complex: Provides a cooling effect to the scalp and reduce itchiness, irritation, and flakiness.
-Panthenol: Provides essential nutrients that strengthen the hair root and shaft.

Water, Sodium Lauroyl Methyl Isethionate*, Cocamidopropyl Betaine*, Sodium Cocoyl Isethionate*, Glycerin*, Cocos Nucifera (Coconut) Oil, Glyceryl Stearate*, Sodium Methyl Oleoyl Taurate*, Microcrystalline Cellulose*, Hydrogenated Castor Oil, Lithium Magnesium Sodium Silicate, Panthenol*, Xylitylglucoside*, Charcoal Powder, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Mentha Piperita (Peppermint) Oil, Zingiber Officinale (Ginger) Root Oil, Mentha Viridis (Spearmint) Leaf Oil, Anhydroxylitol*, Bisabolol*, Menthyl Lactate*, Xylitol*, Polyquaternium-7, Fragrance. *Coconut, vegetable, plant, or sugar derived.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",1000,0,0
94,KÉRASTASE,Densifique Bodifying Shampoo,35.0,6.3,"-Hyaluronic Acid: Hydrates and plumps the hair.
-Gluco-Peptide: Treats surface irregularities and restores uniformity.
-Ceramide: Strengthens hair to prevent breakage.
-Intracylane: Increases thickness of hair.

Water, Sodium Laureth Sulfate, Coco-Glucoside, Sodium Chloride, Glycerin, Glycol Distearate, Cocamide Mipa, Ppg-5-Ceteth-20, Sodium Benzoate, Carbomer, Salicylic Acid, Polysilicone-8, Hexyl Cinnamal, Arginine, Glutamic Acid, Polyquaternium-16, Linalool, Citronellol, Serine, Alpha-Isomethyl Ionone, Hydroxypropyltrimonium Hydrolyzed Wheat Protein, Isopropanolamine, Aminomethyl Propanol, Sodium Hyaluronate, 2-Oleamido-1,3-Octadecanediol, Safflower Glucoside, Geraniol, Sodium Hydroxide, Citric Acid, Fragrance.",30,0,0
95,OLAPLEX,No. 7 Bonding Oil,28.0,50.6,"-Bis-aminopropyl Diglycol Dimaleate: Works by finding single sulfur hydrogen bonds and crosslinking them back together to form disulfide bonds; disulfide bonds are broken via chemical, thermal, and mechanical processes including brushing and combing the hair; gives hair superior strength by repairing broken disulfide bonds; and anti-breakage properties.
-Vitis Vinifera (Grape) Seed Oil: Rich in anti-aging compounds including beta-carotene, vitamins D, C, E, essential fatty acids, and polyphenols to protect and nourish hair.
-Fermented Green Tea Oil: Nutrition for hair; Korean skincare uses fermented oils due to their superior absorption and performance benefits; improves feel, absorption, and compatibility.

Dimethicone, Isohexadecane, C13-14 Isoparaffin, Coco-Caprylate, Phenyl Trimethicone, Bis-Aminopropyl Diglycol Dimaleate, Propanediol, Zea Mays (Corn) Oil, Beta-Carotene, Helianthus Annuus (Sunflower) Seed Oil, Moringa Oleifera Seed Oil, Punica Granatum Seed Oil, Water (Aqua), Morinda Citrifolia Fruit Powder, Fragrance (Parfum), Hexyl Cinnamal, Eclipta Prostrata Extract, Ethylhexyl Methoxycinnamate, Limonene, Tocopherol, Citral, Linalool, Melia Azadirachta Leaf Extract, Citronellol, Pseudozyma Epicola/Camellia Sinensis Seed (Green Tea) Oil Ferment Extract Filtrate.",478,0,0
96,OLAPLEX,No. 6 Bond Smoother Reparative Styling Creme,28.0,52.7,"Water, Cetearyl Alcohol, Dimethicone, Isohexadecane, Coco-Caprylate, Neopentyl Glycol Diheptanoate, Behentrimonium Chloride, Isododecane, Phenyl Trimethicone, Propanediol, Bis-Aminopropyl Diglycol Dimaleate, Fragrance (Parfum), Cetrimonium Chloride, Phenoxyethanol, Glyceryl Stearate, Isopropyl Alcohol, Hydroxyethylcellulose, Hydroxypropyl Guar, Sodium Stearoyl Lactylate, Hydroxypropyl Cyclodextrin, Hexyl Cinnamal, Limonene, Citral, Hydrolyzed Vegetable Protein PG-Propyl Silanetriol, Disodium EDTA, Linalool, Citronellol, Iodopropynyl Butylcarbamate, Hydroxycitronellal, Etidronic Acid, Tocopherol, Geraniol, Potassium Sorbate, Helianthus Annuus (Sunflower) Seed Oil, Phytantriol, Sodium Benzoate, Pseudozyma Epicola/Camellia Sinensis Seed Oil Ferment Extract, Filtrate Tocopheryl Acetate, Vitis Vinifera (Grape) Seed Oil, Aloe Barbadensis Leaf Juice, Panthenol, Citric Acid Gigartina Stellata Extract, Chondrus Crispus (Carrageenan) Extract, Ascorbic Acid, Cocos Nucifera (Coconut) Oil.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",535,0,0
97,LIVING PROOF,Perfect Hair Day Dry Shampoo,24.0,80.3,"-Patented Healthy Hair Molecule (OFPMA): Helps you remove the powders easily from hair.

Isobutane, Propane, Alcohol Denat., Oryza Sativa (Rice) Starch, Cellulose, Octafluoropentyl Methacrylate (OFPMA), Caprylyl Glycol, Dipropylene Glycol, Citronellyl Methylcrotonate, Hydroxypropylcellulose, Hydrated Silica, Cetrimonium Chloride, Zeolite, Ethylcellulose, Octoxynol-10, Disteardimonium Hectorite, Water, Fragrance, Ethylhexylglycerin, Phenethyl Alcohol, Benzyl Benzoate, Hexyl Cinnamal, Linalool, Coumarin.",3000,0,0
98,KÉRASTASE,Nutritive 8H Magic Night Serum,55.0,14.8,"-Iris Root Extract: Continually nurtures and coats hair fibers over 8 hours, while reversing loss of nutrients.
-Five Vitamin Blend: Nutrients seal and anchor roots leaving the hair with a satin finish.

Water, Cyclohexasiloxane, C13-16 Isoparaffin, Glycerin, Polyacrylamide, Phenoxyethanol, Dimethicone, C13-14 Isoparaffin, Laureth-7, Linalool, Tocopherol, Niacinamide, Pyridoxine Hcl, Panthenol, Butylene Glycol, Hydroxycitronellal, Glyceryl Linoleate, Benzyl Salicylate, Benzyl Alcohol, Hexyl Cinnamal, Citronellol, Glyceryl Oleate, Alpha-Isomethyl Ionone, Ascorbyl Glucoside, Safflower Glucoside, Coumarin, Limonene, Hydroxypropyltrimonium Hydrolyzed Wheat Protein, Iris Florentina Root Extract, Glyceryl Linolenate, Ci 19140/Yellow 5, Ci 14700/Red 4, Bht, Sodium Citrate, Fragrance.",68,0,0
99,KÉRASTASE,Resistance Length Strengthening Scalp Serum,51.0,4.8,"-Creatine R Complex: Supports the hair fiber and lipids responsible for hair surface recovery.
-Ceramides: Help support the cuticle to protect the fiber as it grows.

Water, Polyquaternium-37, Paraffinum Liquidum / Mineral Oil, Amodimethicone, Polysorbate 2, Quaternium-7, Stearyl Alcohol, Menthoxypropanediol, Behentrimonium Chloride, Safflower Glucoside, Maltodextrin, Propylene Glycol, Candelilla Cera / Candelilla Wax, Ppg-1 Trideceth-6, Propanediol, Chlorhexidine Digluconate, Isopropyl Alcohol, Trideceth-6, Acrylates Copolymer, Sorbitan Oleate, Polyquaternium-11, Rose Extract, 2-Oleamido-1, 3-Octadecanediol, Cetrimonium Chloride, Camellia Sinensis Leaf Extract, Xanthan Gum, Tocopherol, Bht, Sodium Citrate, Fragrance.",10,0,0
100,DYSON,Airwrap™ Styler,549.0,43.6,No ingridients listed,454,1,0
101,DRYBAR,The Double Shot Blow-Dryer Brush,150.0,13.3,No ingridients listed,136,0,0
102,DR. DENNIS GROSS SKINCARE,SpectraLite™ Faceware Pro,435.0,11.5,No ingridients listed,32,0,0
103,DYSON,Supersonic™ Hair Dryer Gift Edition with Red Case,399.0,9.1,No ingridients listed,15,0,0
104,SEPHORA COLLECTION,Ready To Roll Brush Set,70.0,115000.0,No ingridients listed,343,0,0
105,SLIP,Silk Pillowcase - Standard/Queen,85.0,77.4,100 Percent Pure Mulberry Silk (22 Momme).,281,0,0
106,FOREO,LUNA™ fofo,89.0,5.7,No ingridients listed,160,0,0
107,BEAUTYBLENDER,the original beautyblender®,20.0,325.1,Non-latex foam.,8000,1,0
108,AMIKA,High Tide Deep Waver,120.0,11.3,No ingridients listed,72,1,0
109,SEPHORA COLLECTION,Beauty Magnet Brush Collection,12.0,56.8,No ingridients listed,303,0,0
110,DYSON,Supersonic Hair Dryer,399.0,47.3,No ingridients listed,739,0,0
111,SEPHORA COLLECTION,MAKEUP BY MARIO x SEPHORA - Eye Brush Set,49.0,7.5,No ingridients listed,14,0,0
112,BEAUTYBLENDER,Wave Shadeshifter Makeup Sponge,20.0,12000.0,No ingridients listed,40,0,0
113,CLARISONIC SKINCARE,Replacement Facial Brush Head,27.0,65.4,No ingridients listed,1000,0,0
114,BEAUTYBLENDER,beautyblender® pro,20.0,146.8,No ingridients listed,1000,0,0
115,FOREO,LUNA™ 3 for Combination Skin,199.0,2.2,No ingridients listed,24,0,0
116,KEVYN AUCOIN,The Eyelash Curler,21.0,25000.0,-Stainless Steel,395,0,0
117,SEPHORA COLLECTION,Eyes: Uncomplicated Brush Set,40.0,44.8,No ingridients listed,124,0,0
118,FOREO,LUNA™ mini 2,139.0,55.4,No ingridients listed,810,0,0
119,SEPHORA COLLECTION,Complexion: Uncomplicated Brush Set,45.0,28.1,No ingridients listed,80,0,0
